,Area name,GEOID,Race,Race Code,Education,Death Rate
323,Marion County,18097,Black or African American,2054-5,"Some college credit, but not a degree",12.06
324,Marion County,18097,Black or African American,2054-5,"Associate degree (AA, AS)",11.42
325,Marion County,18097,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",12.4
326,Marion County,18097,Black or African American,2054-5,Excluded,14.95
327,St. Joseph County,18141,Black or African American,2054-5,9th through 12th grade with no diploma,15.16
328,St. Joseph County,18141,Black or African American,2054-5,High school graduate or GED completed,18.98
329,St. Joseph County,18141,Black or African American,2054-5,"Some college credit, but not a degree",12.22
330,St. Joseph County,18141,Black or African American,2054-5,Excluded,22.19
331,Unidentified Counties,18999,Black or African American,2054-5,9th through 12th grade with no diploma,13.18
332,Unidentified Counties,18999,Black or African American,2054-5,High school graduate or GED completed,15.98
333,Unidentified Counties,18999,Black or African American,2054-5,"Some college credit, but not a degree",8.3
334,Unidentified Counties,18999,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",9.15
335,Unidentified Counties,18999,Black or African American,2054-5,Excluded,15.68
336,Polk County,19153,Black or African American,2054-5,9th through 12th grade with no diploma,9.57
337,Polk County,19153,Black or African American,2054-5,High school graduate or GED completed,16.01
338,Polk County,19153,Black or African American,2054-5,"Some college credit, but not a degree",7.52
339,Polk County,19153,Black or African American,2054-5,Excluded,17.18
340,Unidentified Counties,19999,Black or African American,2054-5,9th through 12th grade with no diploma,12.67
341,Unidentified Counties,19999,Black or African American,2054-5,High school graduate or GED completed,10.22
342,Unidentified Counties,19999,Black or African American,2054-5,"Some college credit, but not a degree",9.2
343,Unidentified Counties,19999,Black or African American,2054-5,Excluded,9.86
344,Johnson County,20091,Black or African American,2054-5,High school graduate or GED completed,15.48
345,Johnson County,20091,Black or African American,2054-5,"Some college credit, but not a degree",12.58
346,Sedgwick County,20173,Black or African American,2054-5,9th through 12th grade with no diploma,18.92
347,Sedgwick County,20173,Black or African American,2054-5,High school graduate or GED completed,14.96
348,Sedgwick County,20173,Black or African American,2054-5,"Some college credit, but not a degree",12.87
349,Sedgwick County,20173,Black or African American,2054-5,"Associate degree (AA, AS)",33.51
350,Unidentified Counties,20999,Black or African American,2054-5,9th through 12th grade with no diploma,13.39
351,Unidentified Counties,20999,Black or African American,2054-5,High school graduate or GED completed,13.54
352,Unidentified Counties,20999,Black or African American,2054-5,"Some college credit, but not a degree",10.4
353,Unidentified Counties,20999,Black or African American,2054-5,"Associate degree (AA, AS)",13.7
354,Fayette County,21067,Black or African American,2054-5,9th through 12th grade with no diploma,10.95
355,Fayette County,21067,Black or African American,2054-5,High school graduate or GED completed,8.4
356,Fayette County,21067,Black or African American,2054-5,"Some college credit, but not a degree",12.46
357,Jefferson County,21111,Black or African American,2054-5,9th through 12th grade with no diploma,12.27
358,Jefferson County,21111,Black or African American,2054-5,High school graduate or GED completed,11.29
359,Jefferson County,21111,Black or African American,2054-5,"Some college credit, but not a degree",9.73
360,Jefferson County,21111,Black or African American,2054-5,"Associate degree (AA, AS)",9.09
361,Jefferson County,21111,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",6.33
362,Unidentified Counties,21999,Black or African American,2054-5,9th through 12th grade with no diploma,10.41
363,Unidentified Counties,21999,Black or African American,2054-5,High school graduate or GED completed,13.41
364,Unidentified Counties,21999,Black or African American,2054-5,"Some college credit, but not a degree",10.5
365,Unidentified Counties,21999,Black or African American,2054-5,"Associate degree (AA, AS)",14.05
366,Unidentified Counties,21999,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",7.07
367,Caddo Parish,22017,Black or African American,2054-5,9th through 12th grade with no diploma,18.25
368,Caddo Parish,22017,Black or African American,2054-5,High school graduate or GED completed,14.4
369,Caddo Parish,22017,Black or African American,2054-5,"Some college credit, but not a degree",15.52
370,Caddo Parish,22017,Black or African American,2054-5,Excluded,18.83
371,East Baton Rouge Parish,22033,Black or African American,2054-5,8th grade or less,16.23
372,East Baton Rouge Parish,22033,Black or African American,2054-5,9th through 12th grade with no diploma,19.02
373,East Baton Rouge Parish,22033,Black or African American,2054-5,High school graduate or GED completed,15.11
374,East Baton Rouge Parish,22033,Black or African American,2054-5,"Some college credit, but not a degree",15.31
375,East Baton Rouge Parish,22033,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",10.75
376,East Baton Rouge Parish,22033,Black or African American,2054-5,"Master's degree (MA, MS)",19.15
377,East Baton Rouge Parish,22033,Black or African American,2054-5,Excluded,14.17
378,Jefferson Parish,22051,Black or African American,2054-5,9th through 12th grade with no diploma,11.72
379,Jefferson Parish,22051,Black or African American,2054-5,High school graduate or GED completed,9.63
380,Jefferson Parish,22051,Black or African American,2054-5,"Some college credit, but not a degree",8.88
381,Jefferson Parish,22051,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",12.78
382,Jefferson Parish,22051,Black or African American,2054-5,Excluded,9.98
383,Orleans Parish,22071,Black or African American,2054-5,9th through 12th grade with no diploma,9.78
384,Orleans Parish,22071,Black or African American,2054-5,High school graduate or GED completed,9.92
385,Orleans Parish,22071,Black or African American,2054-5,"Some college credit, but not a degree",6.87
386,Orleans Parish,22071,Black or African American,2054-5,Excluded,10.32
387,Unidentified Counties,22999,Black or African American,2054-5,8th grade or less,9.52
388,Unidentified Counties,22999,Black or African American,2054-5,9th through 12th grade with no diploma,11.58
389,Unidentified Counties,22999,Black or African American,2054-5,High school graduate or GED completed,11.76
390,Unidentified Counties,22999,Black or African American,2054-5,"Some college credit, but not a degree",9.27
391,Unidentified Counties,22999,Black or African American,2054-5,"Associate degree (AA, AS)",10.76
392,Unidentified Counties,22999,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",7.49
393,Unidentified Counties,22999,Black or African American,2054-5,"Master's degree (MA, MS)",12.01
394,Unidentified Counties,22999,Black or African American,2054-5,Unknown/Not on certificate,23.35
395,Unidentified Counties,22999,Black or African American,2054-5,Excluded,11.37
396,Cumberland County,23005,Black or African American,2054-5,Excluded,9.7
397,Unidentified Counties,23999,Black or African American,2054-5,Excluded,10.33
398,Anne Arundel County,24003,Black or African American,2054-5,"Some college credit, but not a degree",10.43
399,Anne Arundel County,24003,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",8.93
400,Anne Arundel County,24003,Black or African American,2054-5,Excluded,10.5
401,Baltimore County,24005,Black or African American,2054-5,9th through 12th grade with no diploma,13.34
402,Baltimore County,24005,Black or African American,2054-5,High school graduate or GED completed,9.96
403,Baltimore County,24005,Black or African American,2054-5,"Some college credit, but not a degree",9.67
404,Baltimore County,24005,Black or African American,2054-5,"Associate degree (AA, AS)",13.54
405,Baltimore County,24005,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",7.73
406,Baltimore County,24005,Black or African American,2054-5,"Master's degree (MA, MS)",7.37
407,Baltimore County,24005,Black or African American,2054-5,Unknown/Not on certificate,124.09
408,Baltimore County,24005,Black or African American,2054-5,Excluded,12.37
409,Montgomery County,24031,Black or African American,2054-5,9th through 12th grade with no diploma,10.15
410,Montgomery County,24031,Black or African American,2054-5,High school graduate or GED completed,11.33
411,Montgomery County,24031,Black or African American,2054-5,"Some college credit, but not a degree",7.99
412,Montgomery County,24031,Black or African American,2054-5,"Associate degree (AA, AS)",8.03
413,Montgomery County,24031,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",8.29
414,Montgomery County,24031,Black or African American,2054-5,"Master's degree (MA, MS)",7.67
415,Montgomery County,24031,Black or African American,2054-5,Unknown/Not on certificate,48.31
416,Montgomery County,24031,Black or African American,2054-5,Excluded,9.39
417,Prince George's County,24033,Black or African American,2054-5,9th through 12th grade with no diploma,12.73
418,Prince George's County,24033,Black or African American,2054-5,High school graduate or GED completed,11.08
419,Prince George's County,24033,Black or African American,2054-5,"Some college credit, but not a degree",9.69
420,Prince George's County,24033,Black or African American,2054-5,"Associate degree (AA, AS)",7.63
421,Prince George's County,24033,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",8.12
422,Prince George's County,24033,Black or African American,2054-5,"Master's degree (MA, MS)",7.42
423,Prince George's County,24033,Black or African American,2054-5,Unknown/Not on certificate,46.36
424,Prince George's County,24033,Black or African American,2054-5,Excluded,12.38
425,Baltimore city,24510,Black or African American,2054-5,9th through 12th grade with no diploma,10.04
426,Baltimore city,24510,Black or African American,2054-5,High school graduate or GED completed,13.89
427,Baltimore city,24510,Black or African American,2054-5,"Some college credit, but not a degree",8.81
428,Baltimore city,24510,Black or African American,2054-5,"Associate degree (AA, AS)",9.55
429,Baltimore city,24510,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",8.23
430,Baltimore city,24510,Black or African American,2054-5,"Master's degree (MA, MS)",11.55
431,Baltimore city,24510,Black or African American,2054-5,Unknown/Not on certificate,218.54
432,Baltimore city,24510,Black or African American,2054-5,Excluded,15.78
433,Unidentified Counties,24999,Black or African American,2054-5,9th through 12th grade with no diploma,11.92
434,Unidentified Counties,24999,Black or African American,2054-5,High school graduate or GED completed,14.3
435,Unidentified Counties,24999,Black or African American,2054-5,"Some college credit, but not a degree",11.55
436,Unidentified Counties,24999,Black or African American,2054-5,"Associate degree (AA, AS)",9.7
437,Unidentified Counties,24999,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",9.5
438,Unidentified Counties,24999,Black or African American,2054-5,"Master's degree (MA, MS)",6.21
439,Unidentified Counties,24999,Black or African American,2054-5,Unknown/Not on certificate,71.01
440,Unidentified Counties,24999,Black or African American,2054-5,Excluded,11.81
441,Bristol County,25005,Black or African American,2054-5,Excluded,11.54
442,Essex County,25009,Black or African American,2054-5,Excluded,6.49
443,Hampden County,25013,Black or African American,2054-5,Excluded,9.59
444,Middlesex County,25017,Black or African American,2054-5,"Some college credit, but not a degree",6.9
445,Middlesex County,25017,Black or African American,2054-5,Excluded,7.4
446,Norfolk County,25021,Black or African American,2054-5,Excluded,5.49
447,Plymouth County,25023,Black or African American,2054-5,Excluded,7.83
448,Suffolk County,25025,Black or African American,2054-5,9th through 12th grade with no diploma,6.52
449,Suffolk County,25025,Black or African American,2054-5,High school graduate or GED completed,9.74
450,Suffolk County,25025,Black or African American,2054-5,"Some college credit, but not a degree",7.35
451,Suffolk County,25025,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",8.41
452,Suffolk County,25025,Black or African American,2054-5,Excluded,7.57
453,Worcester County,25027,Black or African American,2054-5,"Some college credit, but not a degree",11.78
454,Worcester County,25027,Black or African American,2054-5,Excluded,9.17
455,Unidentified Counties,25999,Black or African American,2054-5,Excluded,9.15
456,Genesee County,26049,Black or African American,2054-5,9th through 12th grade with no diploma,16.27
457,Genesee County,26049,Black or African American,2054-5,High school graduate or GED completed,12.03
458,Genesee County,26049,Black or African American,2054-5,"Some college credit, but not a degree",14.97
459,Genesee County,26049,Black or African American,2054-5,Excluded,14.58
460,Ingham County,26065,Black or African American,2054-5,High school graduate or GED completed,12.56
461,Ingham County,26065,Black or African American,2054-5,"Some college credit, but not a degree",9.83
462,Ingham County,26065,Black or African American,2054-5,Excluded,12.71
463,Kent County,26081,Black or African American,2054-5,9th through 12th grade with no diploma,13.43
464,Kent County,26081,Black or African American,2054-5,High school graduate or GED completed,11.9
465,Kent County,26081,Black or African American,2054-5,"Some college credit, but not a degree",13.86
466,Kent County,26081,Black or African American,2054-5,Excluded,10.97
467,Macomb County,26099,Black or African American,2054-5,9th through 12th grade with no diploma,15.07
468,Macomb County,26099,Black or African American,2054-5,High school graduate or GED completed,7.75
469,Macomb County,26099,Black or African American,2054-5,"Some college credit, but not a degree",8.2
470,Macomb County,26099,Black or African American,2054-5,"Associate degree (AA, AS)",17.14
471,Macomb County,26099,Black or African American,2054-5,Unknown/Not on certificate,32.84
472,Macomb County,26099,Black or African American,2054-5,Excluded,11.88
473,Oakland County,26125,Black or African American,2054-5,9th through 12th grade with no diploma,10.01
474,Oakland County,26125,Black or African American,2054-5,High school graduate or GED completed,14.68
475,Oakland County,26125,Black or African American,2054-5,"Some college credit, but not a degree",13.12
476,Oakland County,26125,Black or African American,2054-5,"Associate degree (AA, AS)",11.5
477,Oakland County,26125,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",8.19
478,Oakland County,26125,Black or African American,2054-5,Excluded,13.93
479,Washtenaw County,26161,Black or African American,2054-5,High school graduate or GED completed,15.37
480,Washtenaw County,26161,Black or African American,2054-5,"Some college credit, but not a degree",9.18
481,Washtenaw County,26161,Black or African American,2054-5,Excluded,13.95
482,Wayne County,26163,Black or African American,2054-5,9th through 12th grade with no diploma,15.13
483,Wayne County,26163,Black or African American,2054-5,High school graduate or GED completed,12.57
484,Wayne County,26163,Black or African American,2054-5,"Some college credit, but not a degree",13.64
485,Wayne County,26163,Black or African American,2054-5,"Associate degree (AA, AS)",9.29
486,Wayne County,26163,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",7.48
487,Wayne County,26163,Black or African American,2054-5,Unknown/Not on certificate,40.08
488,Wayne County,26163,Black or African American,2054-5,Excluded,15.63
489,Unidentified Counties,26999,Black or African American,2054-5,9th through 12th grade with no diploma,16.92
490,Unidentified Counties,26999,Black or African American,2054-5,High school graduate or GED completed,15.29
491,Unidentified Counties,26999,Black or African American,2054-5,"Some college credit, but not a degree",12.1
492,Unidentified Counties,26999,Black or African American,2054-5,Excluded,15.25
493,Anoka County,27003,Black or African American,2054-5,Excluded,8.75
494,Dakota County,27037,Black or African American,2054-5,Excluded,6.28
495,Hennepin County,27053,Black or African American,2054-5,9th through 12th grade with no diploma,14.42
496,Hennepin County,27053,Black or African American,2054-5,High school graduate or GED completed,11.1
497,Hennepin County,27053,Black or African American,2054-5,"Some college credit, but not a degree",6.71
498,Hennepin County,27053,Black or African American,2054-5,"Associate degree (AA, AS)",8.9
499,Hennepin County,27053,Black or African American,2054-5,Unknown/Not on certificate,24.63
500,Hennepin County,27053,Black or African American,2054-5,Excluded,9.63
501,Ramsey County,27123,Black or African American,2054-5,9th through 12th grade with no diploma,15.35
502,Ramsey County,27123,Black or African American,2054-5,High school graduate or GED completed,10.88
503,Ramsey County,27123,Black or African American,2054-5,"Some college credit, but not a degree",8.15
504,Ramsey County,27123,Black or African American,2054-5,Excluded,10.31
505,Unidentified Counties,27999,Black or African American,2054-5,8th grade or less,7.36
506,Unidentified Counties,27999,Black or African American,2054-5,High school graduate or GED completed,13.43
507,Unidentified Counties,27999,Black or African American,2054-5,"Some college credit, but not a degree",9.32
508,Unidentified Counties,27999,Black or African American,2054-5,Excluded,9.32
509,Hinds County,28049,Black or African American,2054-5,Excluded,12.55
510,Unidentified Counties,28999,Black or African American,2054-5,8th grade or less,12.49
511,Unidentified Counties,28999,Black or African American,2054-5,9th through 12th grade with no diploma,11.29
512,Unidentified Counties,28999,Black or African American,2054-5,High school graduate or GED completed,12.78
513,Unidentified Counties,28999,Black or African American,2054-5,"Some college credit, but not a degree",10.8
514,Unidentified Counties,28999,Black or African American,2054-5,"Associate degree (AA, AS)",10.07
515,Unidentified Counties,28999,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",8.18
516,Unidentified Counties,28999,Black or African American,2054-5,"Master's degree (MA, MS)",8.9
517,Unidentified Counties,28999,Black or African American,2054-5,Unknown/Not on certificate,178.57
518,Unidentified Counties,28999,Black or African American,2054-5,Excluded,13.15
519,Jackson County,29095,Black or African American,2054-5,9th through 12th grade with no diploma,10.42
520,Jackson County,29095,Black or African American,2054-5,High school graduate or GED completed,10.65
521,Jackson County,29095,Black or African American,2054-5,"Some college credit, but not a degree",9.6
522,Jackson County,29095,Black or African American,2054-5,Excluded,11.52
523,St. Louis County,29189,Black or African American,2054-5,9th through 12th grade with no diploma,12.86
524,St. Louis County,29189,Black or African American,2054-5,High school graduate or GED completed,12.27
525,St. Louis County,29189,Black or African American,2054-5,"Some college credit, but not a degree",12.03
526,St. Louis County,29189,Black or African American,2054-5,"Associate degree (AA, AS)",12.32
527,St. Louis County,29189,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",9.11
528,St. Louis County,29189,Black or African American,2054-5,Excluded,14.93
529,St. Louis city,29510,Black or African American,2054-5,9th through 12th grade with no diploma,12.72
530,St. Louis city,29510,Black or African American,2054-5,High school graduate or GED completed,12.22
531,St. Louis city,29510,Black or African American,2054-5,"Some college credit, but not a degree",14.08
532,St. Louis city,29510,Black or African American,2054-5,Excluded,14.24
533,Unidentified Counties,29999,Black or African American,2054-5,9th through 12th grade with no diploma,16.67
534,Unidentified Counties,29999,Black or African American,2054-5,High school graduate or GED completed,11.63
535,Unidentified Counties,29999,Black or African American,2054-5,"Some college credit, but not a degree",9.6
536,Unidentified Counties,29999,Black or African American,2054-5,Excluded,12.66
537,Douglas County,31055,Black or African American,2054-5,9th through 12th grade with no diploma,13.96
538,Douglas County,31055,Black or African American,2054-5,High school graduate or GED completed,12.87
539,Douglas County,31055,Black or African American,2054-5,"Some college credit, but not a degree",11.5
540,Douglas County,31055,Black or African American,2054-5,"Associate degree (AA, AS)",16.52
541,Unidentified Counties,31999,Black or African American,2054-5,9th through 12th grade with no diploma,15.17
542,Clark County,32003,Black or African American,2054-5,9th through 12th grade with no diploma,10.21
543,Clark County,32003,Black or African American,2054-5,High school graduate or GED completed,7.79
544,Clark County,32003,Black or African American,2054-5,"Some college credit, but not a degree",9.65
545,Clark County,32003,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",13.15
546,Clark County,32003,Black or African American,2054-5,Excluded,10.27
547,Washoe County,32031,Black or African American,2054-5,Excluded,14.29
548,Atlantic County,34001,Black or African American,2054-5,Excluded,16.35
549,Bergen County,34003,Black or African American,2054-5,Excluded,6.38
550,Burlington County,34005,Black or African American,2054-5,Excluded,10.17
551,Camden County,34007,Black or African American,2054-5,Excluded,14.94
552,Essex County,34013,Black or African American,2054-5,Excluded,10.04
553,Gloucester County,34015,Black or African American,2054-5,Excluded,14.51
554,Hudson County,34017,Black or African American,2054-5,Excluded,7.49
555,Mercer County,34021,Black or African American,2054-5,Excluded,15.77
556,Middlesex County,34023,Black or African American,2054-5,Excluded,6.66
557,Monmouth County,34025,Black or African American,2054-5,Excluded,9.05
558,Morris County,34027,Black or African American,2054-5,Excluded,9.55
559,Ocean County,34029,Black or African American,2054-5,Excluded,9.24
560,Passaic County,34031,Black or African American,2054-5,Excluded,6.3
561,Somerset County,34035,Black or African American,2054-5,Excluded,7.38
562,Union County,34039,Black or African American,2054-5,Excluded,7.76
563,Unidentified Counties,34999,Black or African American,2054-5,Excluded,12.05
564,Unidentified Counties,35999,Black or African American,2054-5,"Some college credit, but not a degree",14.87
565,Albany County,36001,Black or African American,2054-5,9th through 12th grade with no diploma,15.77
566,Albany County,36001,Black or African American,2054-5,High school graduate or GED completed,17.97
567,Albany County,36001,Black or African American,2054-5,"Some college credit, but not a degree",13.98
568,Albany County,36001,Black or African American,2054-5,"Associate degree (AA, AS)",14.66
569,Bronx County,36005,Black or African American,2054-5,8th grade or less,9.17
570,Bronx County,36005,Black or African American,2054-5,9th through 12th grade with no diploma,8.35
571,Bronx County,36005,Black or African American,2054-5,High school graduate or GED completed,6.57
572,Bronx County,36005,Black or African American,2054-5,"Some college credit, but not a degree",5.09
573,Bronx County,36005,Black or African American,2054-5,"Associate degree (AA, AS)",6.15
574,Bronx County,36005,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",4.46
575,Bronx County,36005,Black or African American,2054-5,"Master's degree (MA, MS)",6.78
576,Bronx County,36005,Black or African American,2054-5,Unknown/Not on certificate,21.08
577,Bronx County,36005,Black or African American,2054-5,Excluded,7.76
578,Dutchess County,36027,Black or African American,2054-5,High school graduate or GED completed,15.31
579,Dutchess County,36027,Black or African American,2054-5,"Some college credit, but not a degree",10.47
580,Erie County,36029,Black or African American,2054-5,9th through 12th grade with no diploma,15.1
581,Erie County,36029,Black or African American,2054-5,High school graduate or GED completed,16.54
582,Erie County,36029,Black or African American,2054-5,"Some college credit, but not a degree",11.38
583,Erie County,36029,Black or African American,2054-5,"Associate degree (AA, AS)",11.03
584,Erie County,36029,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",10.46
585,Erie County,36029,Black or African American,2054-5,Unknown/Not on certificate,61.7
586,Kings County,36047,Black or African American,2054-5,8th grade or less,4.32
587,Kings County,36047,Black or African American,2054-5,9th through 12th grade with no diploma,9.28
588,Kings County,36047,Black or African American,2054-5,High school graduate or GED completed,8.45
589,Kings County,36047,Black or African American,2054-5,"Some college credit, but not a degree",6.36
590,Kings County,36047,Black or African American,2054-5,"Associate degree (AA, AS)",6.55
591,Kings County,36047,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",5.01
592,Kings County,36047,Black or African American,2054-5,"Master's degree (MA, MS)",3.92
593,Kings County,36047,Black or African American,2054-5,Unknown/Not on certificate,23.26
594,Kings County,36047,Black or African American,2054-5,Excluded,8.71
595,Monroe County,36055,Black or African American,2054-5,9th through 12th grade with no diploma,15.74
596,Monroe County,36055,Black or African American,2054-5,High school graduate or GED completed,13.7
597,Monroe County,36055,Black or African American,2054-5,"Some college credit, but not a degree",11.46
598,Monroe County,36055,Black or African American,2054-5,"Associate degree (AA, AS)",9.54
599,Nassau County,36059,Black or African American,2054-5,9th through 12th grade with no diploma,10.38
600,Nassau County,36059,Black or African American,2054-5,High school graduate or GED completed,14.66
601,Nassau County,36059,Black or African American,2054-5,"Some college credit, but not a degree",7.24
602,Nassau County,36059,Black or African American,2054-5,"Associate degree (AA, AS)",9.97
603,Nassau County,36059,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",9.27
604,Nassau County,36059,Black or African American,2054-5,"Master's degree (MA, MS)",7.32
605,New York County,36061,Black or African American,2054-5,8th grade or less,12.5
606,New York County,36061,Black or African American,2054-5,9th through 12th grade with no diploma,7.59
607,New York County,36061,Black or African American,2054-5,High school graduate or GED completed,10.28
608,New York County,36061,Black or African American,2054-5,"Some college credit, but not a degree",8.73
609,New York County,36061,Black or African American,2054-5,"Associate degree (AA, AS)",7.05
610,New York County,36061,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",6.4
611,New York County,36061,Black or African American,2054-5,Excluded,8.84
612,Onondaga County,36067,Black or African American,2054-5,9th through 12th grade with no diploma,15.77
613,Onondaga County,36067,Black or African American,2054-5,High school graduate or GED completed,9.5
614,Onondaga County,36067,Black or African American,2054-5,"Some college credit, but not a degree",12.99
615,Orange County,36071,Black or African American,2054-5,9th through 12th grade with no diploma,14.51
616,Orange County,36071,Black or African American,2054-5,High school graduate or GED completed,9.42
617,Orange County,36071,Black or African American,2054-5,"Some college credit, but not a degree",14.83
618,Queens County,36081,Black or African American,2054-5,9th through 12th grade with no diploma,9.88
619,Queens County,36081,Black or African American,2054-5,High school graduate or GED completed,7.04
620,Queens County,36081,Black or African American,2054-5,"Some college credit, but not a degree",7.5
621,Queens County,36081,Black or African American,2054-5,"Associate degree (AA, AS)",7.37
622,Queens County,36081,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",5.17
623,Queens County,36081,Black or African American,2054-5,"Master's degree (MA, MS)",8.31
624,Queens County,36081,Black or African American,2054-5,Excluded,8.43
625,Richmond County,36085,Black or African American,2054-5,9th through 12th grade with no diploma,11.42
626,Richmond County,36085,Black or African American,2054-5,High school graduate or GED completed,7.96
627,Richmond County,36085,Black or African American,2054-5,"Some college credit, but not a degree",8
628,Richmond County,36085,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",10.88
629,Richmond County,36085,Black or African American,2054-5,Excluded,10.53
630,Rockland County,36087,Black or African American,2054-5,High school graduate or GED completed,14.08
631,Rockland County,36087,Black or African American,2054-5,Unknown/Not on certificate,42.8
632,Suffolk County,36103,Black or African American,2054-5,9th through 12th grade with no diploma,7.65
633,Suffolk County,36103,Black or African American,2054-5,High school graduate or GED completed,9.08
634,Suffolk County,36103,Black or African American,2054-5,"Some college credit, but not a degree",6.73
635,Suffolk County,36103,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",6.21
636,Suffolk County,36103,Black or African American,2054-5,Unknown/Not on certificate,71.66
637,Westchester County,36119,Black or African American,2054-5,9th through 12th grade with no diploma,9.92
638,Westchester County,36119,Black or African American,2054-5,High school graduate or GED completed,8.25
639,Westchester County,36119,Black or African American,2054-5,"Some college credit, but not a degree",8.99
640,Westchester County,36119,Black or African American,2054-5,"Associate degree (AA, AS)",12.32
641,Westchester County,36119,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",6.8
642,Westchester County,36119,Black or African American,2054-5,Unknown/Not on certificate,18.07
643,Unidentified Counties,36999,Black or African American,2054-5,9th through 12th grade with no diploma,14.7
644,Unidentified Counties,36999,Black or African American,2054-5,High school graduate or GED completed,13.89
645,Unidentified Counties,36999,Black or African American,2054-5,"Some college credit, but not a degree",9.15
646,Unidentified Counties,36999,Black or African American,2054-5,"Associate degree (AA, AS)",14.64
647,Unidentified Counties,36999,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",11.04
648,Unidentified Counties,36999,Black or African American,2054-5,Unknown/Not on certificate,29.72
649,Cumberland County,37051,Black or African American,2054-5,9th through 12th grade with no diploma,15.7
650,Cumberland County,37051,Black or African American,2054-5,High school graduate or GED completed,17.32
651,Cumberland County,37051,Black or African American,2054-5,"Some college credit, but not a degree",12.23
