County,County Code,Race,Race Code,Education,Death Rate
"Wayne County, MI",26163,Black or African American,2054-5,"Associate degree (AA, AS)",9.29
"Wayne County, MI",26163,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",7.48
"Wayne County, MI",26163,Black or African American,2054-5,Unknown/Not on certificate,40.08
"Wayne County, MI",26163,Black or African American,2054-5,Excluded,15.63
"Unidentified Counties, MI",26999,Black or African American,2054-5,9th through 12th grade with no diploma,16.92
"Unidentified Counties, MI",26999,Black or African American,2054-5,High school graduate or GED completed,15.29
"Unidentified Counties, MI",26999,Black or African American,2054-5,"Some college credit, but not a degree",12.1
"Unidentified Counties, MI",26999,Black or African American,2054-5,Excluded,15.25
"Anoka County, MN",27003,Black or African American,2054-5,Excluded,8.75
"Dakota County, MN",27037,Black or African American,2054-5,Excluded,6.28
"Hennepin County, MN",27053,Black or African American,2054-5,9th through 12th grade with no diploma,14.42
"Hennepin County, MN",27053,Black or African American,2054-5,High school graduate or GED completed,11.1
"Hennepin County, MN",27053,Black or African American,2054-5,"Some college credit, but not a degree",6.71
"Hennepin County, MN",27053,Black or African American,2054-5,"Associate degree (AA, AS)",8.9
"Hennepin County, MN",27053,Black or African American,2054-5,Unknown/Not on certificate,24.63
"Hennepin County, MN",27053,Black or African American,2054-5,Excluded,9.63
"Ramsey County, MN",27123,Black or African American,2054-5,9th through 12th grade with no diploma,15.35
"Ramsey County, MN",27123,Black or African American,2054-5,High school graduate or GED completed,10.88
"Ramsey County, MN",27123,Black or African American,2054-5,"Some college credit, but not a degree",8.15
"Ramsey County, MN",27123,Black or African American,2054-5,Excluded,10.31
"Unidentified Counties, MN",27999,Black or African American,2054-5,8th grade or less,7.36
"Unidentified Counties, MN",27999,Black or African American,2054-5,High school graduate or GED completed,13.43
"Unidentified Counties, MN",27999,Black or African American,2054-5,"Some college credit, but not a degree",9.32
"Unidentified Counties, MN",27999,Black or African American,2054-5,Excluded,9.32
"Hinds County, MS",28049,Black or African American,2054-5,Excluded,12.55
"Unidentified Counties, MS",28999,Black or African American,2054-5,8th grade or less,12.49
"Unidentified Counties, MS",28999,Black or African American,2054-5,9th through 12th grade with no diploma,11.29
"Unidentified Counties, MS",28999,Black or African American,2054-5,High school graduate or GED completed,12.78
"Unidentified Counties, MS",28999,Black or African American,2054-5,"Some college credit, but not a degree",10.8
"Unidentified Counties, MS",28999,Black or African American,2054-5,"Associate degree (AA, AS)",10.07
"Unidentified Counties, MS",28999,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",8.18
"Unidentified Counties, MS",28999,Black or African American,2054-5,"Master's degree (MA, MS)",8.9
"Unidentified Counties, MS",28999,Black or African American,2054-5,Unknown/Not on certificate,178.57
"Unidentified Counties, MS",28999,Black or African American,2054-5,Excluded,13.15
"Jackson County, MO",29095,Black or African American,2054-5,9th through 12th grade with no diploma,10.42
"Jackson County, MO",29095,Black or African American,2054-5,High school graduate or GED completed,10.65
"Jackson County, MO",29095,Black or African American,2054-5,"Some college credit, but not a degree",9.6
"Jackson County, MO",29095,Black or African American,2054-5,Excluded,11.52
"St. Louis County, MO",29189,Black or African American,2054-5,9th through 12th grade with no diploma,12.86
"St. Louis County, MO",29189,Black or African American,2054-5,High school graduate or GED completed,12.27
"St. Louis County, MO",29189,Black or African American,2054-5,"Some college credit, but not a degree",12.03
"St. Louis County, MO",29189,Black or African American,2054-5,"Associate degree (AA, AS)",12.32
"St. Louis County, MO",29189,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",9.11
"St. Louis County, MO",29189,Black or African American,2054-5,Excluded,14.93
"St. Louis city, MO",29510,Black or African American,2054-5,9th through 12th grade with no diploma,12.72
"St. Louis city, MO",29510,Black or African American,2054-5,High school graduate or GED completed,12.22
"St. Louis city, MO",29510,Black or African American,2054-5,"Some college credit, but not a degree",14.08
"St. Louis city, MO",29510,Black or African American,2054-5,Excluded,14.24
"Unidentified Counties, MO",29999,Black or African American,2054-5,9th through 12th grade with no diploma,16.67
"Unidentified Counties, MO",29999,Black or African American,2054-5,High school graduate or GED completed,11.63
"Unidentified Counties, MO",29999,Black or African American,2054-5,"Some college credit, but not a degree",9.6
"Unidentified Counties, MO",29999,Black or African American,2054-5,Excluded,12.66
"Douglas County, NE",31055,Black or African American,2054-5,9th through 12th grade with no diploma,13.96
"Douglas County, NE",31055,Black or African American,2054-5,High school graduate or GED completed,12.87
"Douglas County, NE",31055,Black or African American,2054-5,"Some college credit, but not a degree",11.5
"Douglas County, NE",31055,Black or African American,2054-5,"Associate degree (AA, AS)",16.52
"Unidentified Counties, NE",31999,Black or African American,2054-5,9th through 12th grade with no diploma,15.17
"Clark County, NV",32003,Black or African American,2054-5,9th through 12th grade with no diploma,10.21
"Clark County, NV",32003,Black or African American,2054-5,High school graduate or GED completed,7.79
"Clark County, NV",32003,Black or African American,2054-5,"Some college credit, but not a degree",9.65
"Clark County, NV",32003,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",13.15
"Clark County, NV",32003,Black or African American,2054-5,Excluded,10.27
"Washoe County, NV",32031,Black or African American,2054-5,Excluded,14.29
"Atlantic County, NJ",34001,Black or African American,2054-5,Excluded,16.35
"Bergen County, NJ",34003,Black or African American,2054-5,Excluded,6.38
"Burlington County, NJ",34005,Black or African American,2054-5,Excluded,10.17
"Camden County, NJ",34007,Black or African American,2054-5,Excluded,14.94
"Essex County, NJ",34013,Black or African American,2054-5,Excluded,10.04
"Gloucester County, NJ",34015,Black or African American,2054-5,Excluded,14.51
"Hudson County, NJ",34017,Black or African American,2054-5,Excluded,7.49
"Mercer County, NJ",34021,Black or African American,2054-5,Excluded,15.77
"Middlesex County, NJ",34023,Black or African American,2054-5,Excluded,6.66
"Monmouth County, NJ",34025,Black or African American,2054-5,Excluded,9.05
"Morris County, NJ",34027,Black or African American,2054-5,Excluded,9.55
"Ocean County, NJ",34029,Black or African American,2054-5,Excluded,9.24
"Passaic County, NJ",34031,Black or African American,2054-5,Excluded,6.3
"Somerset County, NJ",34035,Black or African American,2054-5,Excluded,7.38
"Union County, NJ",34039,Black or African American,2054-5,Excluded,7.76
"Unidentified Counties, NJ",34999,Black or African American,2054-5,Excluded,12.05
"Unidentified Counties, NM",35999,Black or African American,2054-5,"Some college credit, but not a degree",14.87
"Albany County, NY",36001,Black or African American,2054-5,9th through 12th grade with no diploma,15.77
"Albany County, NY",36001,Black or African American,2054-5,High school graduate or GED completed,17.97
"Albany County, NY",36001,Black or African American,2054-5,"Some college credit, but not a degree",13.98
"Albany County, NY",36001,Black or African American,2054-5,"Associate degree (AA, AS)",14.66
"Bronx County, NY",36005,Black or African American,2054-5,8th grade or less,9.17
"Bronx County, NY",36005,Black or African American,2054-5,9th through 12th grade with no diploma,8.35
"Bronx County, NY",36005,Black or African American,2054-5,High school graduate or GED completed,6.57
"Bronx County, NY",36005,Black or African American,2054-5,"Some college credit, but not a degree",5.09
"Bronx County, NY",36005,Black or African American,2054-5,"Associate degree (AA, AS)",6.15
"Bronx County, NY",36005,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",4.46
"Bronx County, NY",36005,Black or African American,2054-5,"Master's degree (MA, MS)",6.78
"Bronx County, NY",36005,Black or African American,2054-5,Unknown/Not on certificate,21.08
"Bronx County, NY",36005,Black or African American,2054-5,Excluded,7.76
"Dutchess County, NY",36027,Black or African American,2054-5,High school graduate or GED completed,15.31
"Dutchess County, NY",36027,Black or African American,2054-5,"Some college credit, but not a degree",10.47
"Erie County, NY",36029,Black or African American,2054-5,9th through 12th grade with no diploma,15.1
"Erie County, NY",36029,Black or African American,2054-5,High school graduate or GED completed,16.54
"Erie County, NY",36029,Black or African American,2054-5,"Some college credit, but not a degree",11.38
"Erie County, NY",36029,Black or African American,2054-5,"Associate degree (AA, AS)",11.03
"Erie County, NY",36029,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",10.46
"Erie County, NY",36029,Black or African American,2054-5,Unknown/Not on certificate,61.7
"Kings County, NY",36047,Black or African American,2054-5,8th grade or less,4.32
"Kings County, NY",36047,Black or African American,2054-5,9th through 12th grade with no diploma,9.28
"Kings County, NY",36047,Black or African American,2054-5,High school graduate or GED completed,8.45
"Kings County, NY",36047,Black or African American,2054-5,"Some college credit, but not a degree",6.36
"Kings County, NY",36047,Black or African American,2054-5,"Associate degree (AA, AS)",6.55
"Kings County, NY",36047,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",5.01
"Kings County, NY",36047,Black or African American,2054-5,"Master's degree (MA, MS)",3.92
"Kings County, NY",36047,Black or African American,2054-5,Unknown/Not on certificate,23.26
"Kings County, NY",36047,Black or African American,2054-5,Excluded,8.71
"Monroe County, NY",36055,Black or African American,2054-5,9th through 12th grade with no diploma,15.74
"Monroe County, NY",36055,Black or African American,2054-5,High school graduate or GED completed,13.7
"Monroe County, NY",36055,Black or African American,2054-5,"Some college credit, but not a degree",11.46
"Monroe County, NY",36055,Black or African American,2054-5,"Associate degree (AA, AS)",9.54
"Nassau County, NY",36059,Black or African American,2054-5,9th through 12th grade with no diploma,10.38
"Nassau County, NY",36059,Black or African American,2054-5,High school graduate or GED completed,14.66
"Nassau County, NY",36059,Black or African American,2054-5,"Some college credit, but not a degree",7.24
"Nassau County, NY",36059,Black or African American,2054-5,"Associate degree (AA, AS)",9.97
"Nassau County, NY",36059,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",9.27
"Nassau County, NY",36059,Black or African American,2054-5,"Master's degree (MA, MS)",7.32
"New York County, NY",36061,Black or African American,2054-5,8th grade or less,12.5
"New York County, NY",36061,Black or African American,2054-5,9th through 12th grade with no diploma,7.59
"New York County, NY",36061,Black or African American,2054-5,High school graduate or GED completed,10.28
"New York County, NY",36061,Black or African American,2054-5,"Some college credit, but not a degree",8.73
"New York County, NY",36061,Black or African American,2054-5,"Associate degree (AA, AS)",7.05
"New York County, NY",36061,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",6.4
"New York County, NY",36061,Black or African American,2054-5,Excluded,8.84
"Onondaga County, NY",36067,Black or African American,2054-5,9th through 12th grade with no diploma,15.77
"Onondaga County, NY",36067,Black or African American,2054-5,High school graduate or GED completed,9.5
"Onondaga County, NY",36067,Black or African American,2054-5,"Some college credit, but not a degree",12.99
"Orange County, NY",36071,Black or African American,2054-5,9th through 12th grade with no diploma,14.51
"Orange County, NY",36071,Black or African American,2054-5,High school graduate or GED completed,9.42
"Orange County, NY",36071,Black or African American,2054-5,"Some college credit, but not a degree",14.83
"Queens County, NY",36081,Black or African American,2054-5,9th through 12th grade with no diploma,9.88
"Queens County, NY",36081,Black or African American,2054-5,High school graduate or GED completed,7.04
"Queens County, NY",36081,Black or African American,2054-5,"Some college credit, but not a degree",7.5
"Queens County, NY",36081,Black or African American,2054-5,"Associate degree (AA, AS)",7.37
"Queens County, NY",36081,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",5.17
"Queens County, NY",36081,Black or African American,2054-5,"Master's degree (MA, MS)",8.31
"Queens County, NY",36081,Black or African American,2054-5,Excluded,8.43
"Richmond County, NY",36085,Black or African American,2054-5,9th through 12th grade with no diploma,11.42
"Richmond County, NY",36085,Black or African American,2054-5,High school graduate or GED completed,7.96
"Richmond County, NY",36085,Black or African American,2054-5,"Some college credit, but not a degree",8
"Richmond County, NY",36085,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",10.88
"Richmond County, NY",36085,Black or African American,2054-5,Excluded,10.53
"Rockland County, NY",36087,Black or African American,2054-5,High school graduate or GED completed,14.08
"Rockland County, NY",36087,Black or African American,2054-5,Unknown/Not on certificate,42.8
"Suffolk County, NY",36103,Black or African American,2054-5,9th through 12th grade with no diploma,7.65
"Suffolk County, NY",36103,Black or African American,2054-5,High school graduate or GED completed,9.08
"Suffolk County, NY",36103,Black or African American,2054-5,"Some college credit, but not a degree",6.73
"Suffolk County, NY",36103,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",6.21
"Suffolk County, NY",36103,Black or African American,2054-5,Unknown/Not on certificate,71.66
"Westchester County, NY",36119,Black or African American,2054-5,9th through 12th grade with no diploma,9.92
"Westchester County, NY",36119,Black or African American,2054-5,High school graduate or GED completed,8.25
"Westchester County, NY",36119,Black or African American,2054-5,"Some college credit, but not a degree",8.99
"Westchester County, NY",36119,Black or African American,2054-5,"Associate degree (AA, AS)",12.32
"Westchester County, NY",36119,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",6.8
"Westchester County, NY",36119,Black or African American,2054-5,Unknown/Not on certificate,18.07
"Unidentified Counties, NY",36999,Black or African American,2054-5,9th through 12th grade with no diploma,14.7
"Unidentified Counties, NY",36999,Black or African American,2054-5,High school graduate or GED completed,13.89
"Unidentified Counties, NY",36999,Black or African American,2054-5,"Some college credit, but not a degree",9.15
"Unidentified Counties, NY",36999,Black or African American,2054-5,"Associate degree (AA, AS)",14.64
"Unidentified Counties, NY",36999,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",11.04
"Unidentified Counties, NY",36999,Black or African American,2054-5,Unknown/Not on certificate,29.72
"Cumberland County, NC",37051,Black or African American,2054-5,9th through 12th grade with no diploma,15.7
"Cumberland County, NC",37051,Black or African American,2054-5,High school graduate or GED completed,17.32
"Cumberland County, NC",37051,Black or African American,2054-5,"Some college credit, but not a degree",12.23
"Cumberland County, NC",37051,Black or African American,2054-5,"Associate degree (AA, AS)",15.87
"Cumberland County, NC",37051,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",11.19
"Cumberland County, NC",37051,Black or African American,2054-5,Excluded,13.11
"Durham County, NC",37063,Black or African American,2054-5,9th through 12th grade with no diploma,13.26
"Durham County, NC",37063,Black or African American,2054-5,"Some college credit, but not a degree",12.48
"Forsyth County, NC",37067,Black or African American,2054-5,High school graduate or GED completed,13.55
"Forsyth County, NC",37067,Black or African American,2054-5,"Some college credit, but not a degree",10
"Forsyth County, NC",37067,Black or African American,2054-5,Excluded,19.39
"Guilford County, NC",37081,Black or African American,2054-5,9th through 12th grade with no diploma,9.93
"Guilford County, NC",37081,Black or African American,2054-5,High school graduate or GED completed,12.63
"Guilford County, NC",37081,Black or African American,2054-5,"Some college credit, but not a degree",10.2
"Guilford County, NC",37081,Black or African American,2054-5,"Associate degree (AA, AS)",13.38
"Guilford County, NC",37081,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",10.1
"Guilford County, NC",37081,Black or African American,2054-5,"Master's degree (MA, MS)",14.86
"Guilford County, NC",37081,Black or African American,2054-5,Excluded,13.97
"Mecklenburg County, NC",37119,Black or African American,2054-5,9th through 12th grade with no diploma,9.65
"Mecklenburg County, NC",37119,Black or African American,2054-5,High school graduate or GED completed,11.1
"Mecklenburg County, NC",37119,Black or African American,2054-5,"Some college credit, but not a degree",10.53
"Mecklenburg County, NC",37119,Black or African American,2054-5,"Associate degree (AA, AS)",7.71
"Mecklenburg County, NC",37119,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",8.07
"Mecklenburg County, NC",37119,Black or African American,2054-5,"Master's degree (MA, MS)",10.05
"Mecklenburg County, NC",37119,Black or African American,2054-5,Excluded,10.74
"Wake County, NC",37183,Black or African American,2054-5,9th through 12th grade with no diploma,15.85
"Wake County, NC",37183,Black or African American,2054-5,High school graduate or GED completed,11.52
"Wake County, NC",37183,Black or African American,2054-5,"Some college credit, but not a degree",11
"Wake County, NC",37183,Black or African American,2054-5,"Associate degree (AA, AS)",9.86
"Wake County, NC",37183,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",8.75
"Wake County, NC",37183,Black or African American,2054-5,"Master's degree (MA, MS)",8.96
"Wake County, NC",37183,Black or African American,2054-5,Excluded,13.27
"Unidentified Counties, NC",37999,Black or African American,2054-5,8th grade or less,7.25
"Unidentified Counties, NC",37999,Black or African American,2054-5,9th through 12th grade with no diploma,14.29
"Unidentified Counties, NC",37999,Black or African American,2054-5,High school graduate or GED completed,13.59
"Unidentified Counties, NC",37999,Black or African American,2054-5,"Some college credit, but not a degree",12.04
"Unidentified Counties, NC",37999,Black or African American,2054-5,"Associate degree (AA, AS)",9.92
"Unidentified Counties, NC",37999,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",10.39
"Unidentified Counties, NC",37999,Black or African American,2054-5,"Master's degree (MA, MS)",13.59
"Unidentified Counties, NC",37999,Black or African American,2054-5,Unknown/Not on certificate,52.91
"Unidentified Counties, NC",37999,Black or African American,2054-5,Excluded,14.04
"Unidentified Counties, ND",38999,Black or African American,2054-5,"Some college credit, but not a degree",11.76
"Butler County, OH",39017,Black or African American,2054-5,High school graduate or GED completed,16.55
"Butler County, OH",39017,Black or African American,2054-5,"Some college credit, but not a degree",9.48
"Cuyahoga County, OH",39035,Black or African American,2054-5,9th through 12th grade with no diploma,15.64
"Cuyahoga County, OH",39035,Black or African American,2054-5,High school graduate or GED completed,14.52
"Cuyahoga County, OH",39035,Black or African American,2054-5,"Some college credit, but not a degree",13.81
"Cuyahoga County, OH",39035,Black or African American,2054-5,"Associate degree (AA, AS)",11.29
"Cuyahoga County, OH",39035,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",8.82
"Cuyahoga County, OH",39035,Black or African American,2054-5,"Master's degree (MA, MS)",8.18
"Cuyahoga County, OH",39035,Black or African American,2054-5,Unknown/Not on certificate,85.83
"Franklin County, OH",39049,Black or African American,2054-5,8th grade or less,7.83
"Franklin County, OH",39049,Black or African American,2054-5,9th through 12th grade with no diploma,14.54
"Franklin County, OH",39049,Black or African American,2054-5,High school graduate or GED completed,13.12
"Franklin County, OH",39049,Black or African American,2054-5,"Some college credit, but not a degree",12.49
"Franklin County, OH",39049,Black or African American,2054-5,"Associate degree (AA, AS)",15.65
"Franklin County, OH",39049,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",10.69
"Franklin County, OH",39049,Black or African American,2054-5,"Master's degree (MA, MS)",12.29
"Franklin County, OH",39049,Black or African American,2054-5,Unknown/Not on certificate,26.45
"Hamilton County, OH",39061,Black or African American,2054-5,9th through 12th grade with no diploma,17.92
"Hamilton County, OH",39061,Black or African American,2054-5,High school graduate or GED completed,15.22
"Hamilton County, OH",39061,Black or African American,2054-5,"Some college credit, but not a degree",14.49
"Hamilton County, OH",39061,Black or African American,2054-5,"Associate degree (AA, AS)",12.86
"Hamilton County, OH",39061,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",10.23
"Hamilton County, OH",39061,Black or African American,2054-5,Unknown/Not on certificate,55.17
"Lorain County, OH",39093,Black or African American,2054-5,9th through 12th grade with no diploma,12.61
"Lorain County, OH",39093,Black or African American,2054-5,High school graduate or GED completed,12.12
"Lorain County, OH",39093,Black or African American,2054-5,"Some college credit, but not a degree",11.09
"Lucas County, OH",39095,Black or African American,2054-5,9th through 12th grade with no diploma,13.46
"Lucas County, OH",39095,Black or African American,2054-5,High school graduate or GED completed,10.94
"Lucas County, OH",39095,Black or African American,2054-5,"Some college credit, but not a degree",12.83
"Mahoning County, OH",39099,Black or African American,2054-5,9th through 12th grade with no diploma,21.57
"Mahoning County, OH",39099,Black or African American,2054-5,High school graduate or GED completed,10.14
"Mahoning County, OH",39099,Black or African American,2054-5,"Some college credit, but not a degree",18.15
"Montgomery County, OH",39113,Black or African American,2054-5,9th through 12th grade with no diploma,16.56
"Montgomery County, OH",39113,Black or African American,2054-5,High school graduate or GED completed,11.64
"Montgomery County, OH",39113,Black or African American,2054-5,"Some college credit, but not a degree",12.15
"Montgomery County, OH",39113,Black or African American,2054-5,"Associate degree (AA, AS)",12.23
"Stark County, OH",39151,Black or African American,2054-5,9th through 12th grade with no diploma,17.94
"Stark County, OH",39151,Black or African American,2054-5,High school graduate or GED completed,15.85
"Stark County, OH",39151,Black or African American,2054-5,"Some college credit, but not a degree",14.75
"Summit County, OH",39153,Black or African American,2054-5,9th through 12th grade with no diploma,16.69
"Summit County, OH",39153,Black or African American,2054-5,High school graduate or GED completed,10.47
